样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
sample_1561,300,,405,700,15:10:00,40,15:20:00,80,17:00:00,100,18:00:00,102,0.2,19:00:00,103,20:00:00,104,0.2,300,0:00-0:30,50,9,5,1:00:00,70,1:30:00,75,11:00-11:30,350,3.5,3.5,11:30-13:00,13:00:00,56,16:00:00,26,16:00-17:30,18:30-20:00,,800,0.15,400,0.902
sample_607,300,,405,700,6:00:00,18,,,7:30:00,100,8:30:00,103,0.2,9:30:00,104,10:30:00,104,0.2,200,10:40-11:40,50,9,5,12:00:00,80,13:00:00,75,13:20-14:20,380,3.5,3.5,14:20-15:20,15:20:00,78,17:20:00,45,17:20-18:20,19:20-20:20,21:20-22:20,1200,0.15,400,0.902
sample_165,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,1200,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_107,300,,405,700,6:00:00,29,,,8:00:00,100,9:00:00,102,0.2,10:00:00,103,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.902
sample_1041,200,,270,470,18:00:00,21,,,19:30:00,100,20:30:00,102,0.2,21:30:00,103,22:30:00,104,0.2,300,23:00-23:30,30,9,5,0:00:00,70,0:30:00,77,0:10-1:30,200,3.5,3.5,1:30-3:00,3:00:00,65,5:30:00,45,6:00-8:00,,,400,0.15,260,0.879
sample_1600,200,,270,470,10:00:00,21,,,11:30:00,100,12:30:00,102,0.2,13:30:00,104,14:30:00,105,0.2,300,15:00-15:30,50,9,5,16:00:00,70,16:30:00,78,16:30-17:30,190,3.5,3.5,17:30-18:30,18:30:00,65,20:30:00,45,0:00-2:00,,,400,0.15,260,0.879
sample_618,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,102,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.936
sample_1678,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,72,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,70,1:00:00,45,1:00-2:30,2:30-3:00,3:00-4:00,1200,0.15,420,0.935
sample_1565,300,,405,700,9:00:00,21,9:30:00,74,11:30:00,100,12:30:00,102,0.2,13:30:00,103,14:30:00,104,0.2,300,15:30-16:00,50,9,5,16:00:00,70,16:30:00,75,0:00-0:30,330,3.5,3.5,0:30-2:30,2:30:00,50,8:15:00,27,8:30-10:00,10:30-12:00,,800,0.15,400,0.902
sample_330,300,,405,700,7:00:00,21,7:30:00,74,8:45:00,100,9:30:00,102,0.2,10:20:00,103,11:30:00,104,0.2,300,16:30-17:00,50,9,5,17:00:00,70,17:30:00,75,2:00-2:30,330,3.5,3.5,2:30-4:30,4:30:00,65,8:00:00,27,8:00-9:30,10:00-11:30,,800,0.15,400,0.902
sample_481,300,,405,700,6:00:00,21,,,8:00:00,100,9:00:00,101,0.2,10:00:00,102,11:00:00,105,0.2,200,11:30-12:00,30,9,5,12:30:00,70,13:00:00,78,16:30-18:30,300,3.5,3.5,17:30-18:30,18:30:00,65,20:30:00,40,0:00-1:30,2:30-4:00,,800,0.15,400,0.902
sample_499,300,,405,700,7:00:00,21,,,8:30:00,100,9:30:00,101,0.2,10:30:00,103,11:30:00,105,0.2,300,12:00-12:30,40,9,5,13:00:00,70,13:30:00,78,19:00-20:00,320,3.5,3.5,12:00-13:00,13:00:00,65,16:00:00,45,16:30-18:00,18:00-20:00,,800,0.15,420,0.947
sample_1861,300,,405,700,14:00:00,30,,,16:00:00,101,17:00:00,102,0.2,18:00:00,103,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.959
sample_1430,300,,405,700,14:00:00,21,,,15:30:00,100,16:30:00,102,0.2,17:30:00,104,18:30:00,106,0.2,300,19:00-19:30,40,9,5,19:30:00,70,20:00:00,78,5:30-6:30,310,3.5,3.5,6:30-7:30,7:30:00,60,13:00:00,40,13:00-14:30,15:00-16:30,,800,0.15,420,0.935
sample_1718,300,,405,700,17:00:00,21,,,18:30:00,100,19:30:00,102,0.2,20:30:00,104,21:30:00,107,0.2,200,21:30-22:30,50,9,5,23:00:00,70,23:30:00,78,23:30-0:30,380,3.5,3.5,0:30-1:30,1:30:00,72,3:30:00,50,3:30-5:00,5:00-6:30,,800,0.15,400,0.902
sample_94,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,72,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.902
sample_810,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440,0.93
sample_434,300,,405,700,23:00:00,21,,,1:00:00,100,2:00:00,102,0.2,3:00:00,104,4:00:00,106,0.2,100,4:30-5:00,50,9,5,6:00:00,80,7:00:00,78,7:00-8:00,300,3.5,3.5,8:00-9:00,9:00:00,65,10:00:00,50,10:00-11:30,11:30-12:30,,800,0.15,400,0.891
sample_1108,300,,405,700,1:00:00,29,,,3:00:00,102,4:00:00,103,0.2,5:00:00,104,6:00:00,105,0.2,200,6:00-7:00,50,9,5,7:00:00,80,8:00:00,73,8:00-9:00,320,3.5,3.5,9:00-10:00,10:00:00,80,12:00:00,45,12:00-13:30,13:30-15:00,15:00-16:00,1200,0.15,420,0.971
sample_44,300,,405,700,13:30:00,23,,,15:00:00,100,16:00:00,102,0.2,17:00:00,102,18:00:00,103,0.2,300,20:00-21:30,50,10,5,21:30:00,70,22:00:00,78,5:00-6:00,300,3.5,3.5,6:00-7:30,7:30:00,60,11:00:00,40,12:30-14:00,14:30-16:00,,800,0.15,400,0.902
sample_861,300,,405,700,1:00:00,24,,,2:30:00,100,3:30:00,102,0.2,4:30:00,102,5:30:00,102,0.2,300,6:00-6:30,40,10,5,7:00:00,70,7:30:00,78,15:30-16:30,310,3.5,3.5,16:30-17;30,17:30:00,60,20:00:00,40,22:00-23:30,0:00-1:30,,800,0.15,400,0.913
sample_1760,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,79,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420,0.977
sample_968,300,,405,700,8:00:00,21,,,10:00:00,100,11:00:00,100,0.2,12:00:00,101,13:00:00,103,0.2,320,13:10-13:45,30,9,5,14:15:00,70,14:55:00,75,14:55-15:35,300,3.5,3.5,15:35-17:05,17:05:00,49,17:05:00,36,19:00-20:45,21:30-23:00,,800,0.15,420,0.935
sample_711,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,104,0.2,10:00:00,105,11:00:00,103,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,76,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,76,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.913
sample_1439,300,,405,700,3:00:00,21,,,4:00:00,100,5:00:00,102,0.2,6:00:00,103,7:00:00,104,0.2,300,11:00-11:30,35,9,5,11:30:00,70,12:00:00,78,21:00-22:00,,3.5,3.5,22:00-0:00,0:00:00,60,3:00:00,40,3:00-4:30,5:00-6:30,,800,0.15,420,0.935
sample_1576,300,,405,700,18:00:00,21,,,19:00:00,100,20:00:00,105,0.2,21:00:00,107,22:00:00,107,0.2,300,22:00-22:30,50,9,5,23:00:00,70,23:30:00,75,23:30-0:30,350,3.5,3.5,0:30-1:30,1:30:00,69,3:30:00,46,3:30-4:50,5:00-6:30,,900,0.15,420,0.935
sample_1948,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:00,,,1200,0.15,440,0.918
sample_1366,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_1907,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.902
sample_1648,300,,405,700,14:00:00,30,,,16:00:00,100,17:00:00,103,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,79,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400,0.913
sample_1347,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_766,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.955
sample_886,300,,405,700,22:30:00,38,22:40:00,80,0:00:00,100,1:00:00,103,0.2,2:00:00,102,3:00:00,102,0.2,300,7:00-7:30,50,9,5,7:30:00,70,8:00:00,75,15:30-16:00,330,3.5,3.5,16:00-18;00,18:00:00,50,22:00:00,38,22:00-23:30,0:30-2:00,,800,0.15,400,0.891
sample_557,300,,405,700,18:00:00,29,,,20:00:00,100,21:00:00,103,0.2,22:00:00,104,23:00:00,105,0.2,200,23:00-0:00,50,9,5,1:00:00,80,1:00:00,73,1:00-2:00,320,3.5,3.5,2:00-3:00,3:00:00,80,5:00:00,45,5:00-6:30,6:30-8:00,8:00-9:00,1200,0.15,400,0.913
sample_1903,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.935
sample_1382,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,104,0.2,1:00:00,105,2:00:00,106,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_70,300,,405,700,7:00:00,18,,,8:00:00,100,9:00:00,104,0.2,10:00:00,106,11:00:00,107,0.2,300,12:00-12:30,50,9,5,12:20:00,70,12:50:00,76,12:50-14:00,350,3.5,3.5,14:00-15:00,15:00:00,70,16:30:00,45,16:30-18:00,18:30-20:00,,800,0.15,400,0.902
sample_515,300,,405,700,17:00:00,30,,,18:30:00,100,19:30:00,101,0.2,20:30:00,102,21:30:00,102,0.2,300,0:30-1:00,50,9,5,1:30:00,70,2:00:00,78,10:30-11:30,350,3.5,3.5,11:30-12:30,12:30:00,65,15:00:00,45,15:30-17:00,17:30-19:00,,800,0.15,420,0.923
sample_510,300,,405,700,23:00:00,23,,,0:30:00,100,1:30:00,101,0.2,2:30:00,103,3:30:00,104,0.2,300,4:00-5:00,50,9,5,5:30:00,70,6:00:00,78,10:00-11:00,340,3.5,3.5,11:00-12:30,12:30:00,65,16:30:00,45,16:30-18:00,18:30-19:00,,800,0.15,420,0.935
sample_341,300,,405,700,17:00:00,38,17:10:00,82,19:00:00,100,20:00:00,102,0.2,21:00:00,105,22:00:00,104,0.2,300,1:30-2:00,50,9,5,2:00:00,70,2:30:00,75,11:00-11:30,350,3.5,3.5,11:30-13:00,13:00:00,65,17:00:00,45,17:00-18:30,19:00-20:30,,800,0.15,400,0.902
sample_222,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,,0.15,400,0.902
sample_1298,300,,405,700,21:00:00,30,,,23:00:00,101,0:00:00,102,0.2,1:00:00,103,2:00:00,104,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:00,,,1200,0.15,440,0.955
sample_147,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,76,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,74,17:00:00,45,17:00-19:30,19:0-21:00,21:00-22:00,1200,0.15,400,0.936
sample_1314,300,,405,700,6:00:00,27,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.943
sample_1054,300,,405,700,12:00:00,31,,,13:30:00,100,14:30:00,102,0.2,15:30:00,104,16:30:00,105,0.2,300,17:00-17:30,50,9,5,18:00:00,70,18:30:00,78,5:30-6:30,360,3.5,3.5,6:30-8:00,8:00:00,65,10:00:00,65,10:00-12:00,13:00-14:30,,800,0.15,420,0.947
sample_1139,300,,405,700,8:00:00,29,,,10:00:00,102,11:00:00,103,0.2,12:00:00,104,13:00:00,105,0.2,200,13:00-14:00,50,9,5,14:00:00,79,15:00:00,73,15:00-16:00,320,3.5,3.5,16:00-17:00,17:00:00,80,19:00:00,45,19:00-20:30,20:30-22:00,22:00-23:00,1200,0.15,400,0.913
sample_804,300,,405,700,14:00:00,27,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440,0.943
sample_509,300,,405,700,11:00:00,21,,,12:30:00,100,13:30:00,102,0.2,14:30:00,104,15:30:00,105,0.2,300,16:00-16:30,50,9,5,17:00:00,70,17:30:00,78,0:30-1:30,340,3.5,3.5,1:30-2:30,2:30:00,65,8:00:00,45,8:00-9:30,10:00-11:30,,800,0.15,420,0.947
sample_1798,300,,405,700,22:00:00,30,,,0:00:00,100,1:00:00,103,0.2,2:00:00,105,3:00:00,107,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,74,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,79,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.925
sample_1562,300,,405,700,2:00:00,22,2:30:00,74,4:00:00,100,0:00:00,102,0.2,1:00:00,103,2:00:00,104,0.2,300,11:30-12:00,50,9,5,12:30:00,75,13:00:00,70,19:00-19:30,350,3.5,3.5,19:30-21:00,21:00:00,65,4:00:00,45,4:00-5:30,6:00-7:30,,800,0.15,400,0.891
sample_177,300,,405,700,22:00:00,30,,,0:00:00,100,1:00:00,103,0.2,2:00:00,105,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,1200,0.15,3.5,6:00-7:00,7:00:00,79,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.98
sample_805,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:00,,,1200,0.15,440,0.943
sample_169,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,75,13:00-14:00,1200,0.15,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.947
sample_1372,300,,405,700,21:00:00,30,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_1401,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,104,0.2,10:00:00,105,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,440,0.918
sample_1742,300,,405,700,6:00:00,30,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:30,1200,0.15,420,0.995
sample_1393,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:00,,,1200,0.15,440,0.943
sample_1842,300,,405,700,6:00:00,30,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,104,0.2,200,14:00-15:00,50,9,5,15:00:00,78,16:00:00,74,16:00-17:00,320,3.5,3.5,17:0-18:00,18:00:00,80,20:00:00,45,20:00-21:30,21:30-23:00,23:00-0:30,1200,0.15,400,0.925
sample_130,300,,405,700,22:00:00,21,,,23:30:00,100,:30:00,100,0.2,1:30:00,104,2:30:00,108,0.2,200,2:30-3:30,50,9,5,4:00:00,70,4:30:00,78,4:30-5:30,380,3.5,3.5,5:30-6:30,6:30:00,71,8:30:00,50,8:30-10:00,10:00-12:00,,800,0.15,400,0.902
sample_190,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.902
sample_137,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_1471,300,,405,700,5:30:00,50,,,7:00:00,101,8:00:00,102,0.2,9:00:00,103,10:00:00,102,0.2,300,10:00-10:30,50,9,5,11:00:00,70,11:30:00,75,16:10-16:40,360,3.5,3.5,17:00-19:00,19:00:00,65,0:00:00,45,0:30-2:00,2:30-4:00,,800,0.15,400,0.902
sample_1827,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.983
sample_1279,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,103,0.2,18:00:00,105,19:00:00,107,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.971
sample_895,300,,405,700,13:00:00,39,13:10:00,82,14:40:00,100,15:40:00,103,0.2,16:40:00,104,17:40:00,103,0.2,300,18:30-19:00,50,9,5,19:00:00,70,19:30:00,75,4:30-5:00,350,3.5,3.5,5:00-6:00,6:00:00,52,10:30:00,45,10:30-12:00,13:30-15:00,,800,0.15,400,0.89
sample_198,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.971
sample_291,300,125,,980,16:00:00,21,,,17:30:00,100,18:30:00,101,0.2,14:30:00,102,20:30:00,102,0.2,300,4:30-5:00,30,10,5,5:30:00,70,6:00:00,78,11:00-12:00,320,3.5,3.5,12:00-13:00,13:00:00,60,15:30:00,40,16:30-18:00,18:30-22:00,,800,0.15,400,0.902
sample_1936,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:00,,,1200,0.15,440,0.943
sample_37,300,,405,700,17:30:00,24,,,19:00:00,100,20:00:00,102,0.2,21:00:00,102,22:00:00,102,0.2,300,3:00-3:30,50,10,5,3:30:00,70,4:00:00,78,11:00-12:00,310,3.5,3.5,12:00-13:30,13:30:00,60,16:00:00,40,16:30-18:00,18:30-20:00,,800,0.15,400,0.891
sample_768,300,,405,700,21:00:00,28,,,23:00:00,102,0:00:00,104,0.2,1:00:00,105,2:00:00,106,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,310,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:30,,,1200,0.15,440,0.93
sample_233,300,,405,700,22:00:00,30,,,0:00:00,100,1:00:00,104,0.2,2:00:00,105,3:00:00,107,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,79,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.959
sample_646,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_34,300,,405,700,14:30:00,22,,,15:30:00,100,16:30:00,104,0.2,17:30:00,106,18:30:00,105,0.2,300,19:00-19:30,40,9,5,19:30:00,70,20:00:00,78,4:00-5:00,300,3.5,3.5,5:00-6:00,6:00:00,60,12:00:00,40,12:30-14:00,14:30-16:00,,800,0.15,440,0.967
sample_1113,300,,405,700,18:00:00,29,,,20:00:00,102,21:00:00,103,0.2,22:00:00,104,23:00:00,105,0.2,200,23:00-0:00,50,9,5,0:00:00,78,1:00:00,73,1:00-2:00,320,3.5,3.5,2:00-3:00,3:00:00,80,5:00:00,45,5:00-6:30,6:30-8:00,8:00-9:00,1200,0.15,400,0.913
sample_1932,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460,0.985
sample_1069,300,,405,700,12:30:00,21,,,14:00:00,100,15:00:00,102,0.2,16:00:00,104,17:00:00,105,0.2,300,17:30-18:00,50,9,5,18:30:00,70,19:00:00,78,19:00-19:30,330,3.5,3.5,19:30-21:00,21:00:00,65,0:00:00,45,2:00-3:30,4:00-5:30,,800,0.15,420,0.947
sample_866,300,,405,700,18:30:00,24,,,20:00:00,100,21:00:00,102,0.2,22:00:00,103,23:00:00,104,0.2,300,5:30-6:00,30,9,5,6:00:00,70,6:30:00,78,15:00-16:00,300,3.5,3.5,16:00-17:30,17:30:00,60,19:30:00,40,19:00-20:30,21:00-22:30,,800,0.15,400,0.879
sample_342,300,,405,700,2:30:00,36,2:45:00,80,4:30:00,100,5:30:00,102,0.2,6:30:00,104,7:30:00,104,0.2,300,11:30-12:00,50,9,5,12:30:00,70,15:00:00,75,19:30-20:00,360,3.5,3.5,20:00-22:00,22:00:00,56,1:00:00,28,1:00-2:30,3:00-4:30,,800,0.15,400,0.891
sample_1086,300,,405,700,22:00:00,28,,,23:30:00,100,0:30:00,101,0.2,1:30:00,103,2:30:00,105,0.2,300,4:30-5:00,50,9,5,5:30:00,70,6:00:00,78,13:00-14:00,340,3.5,3.5,14:00-15:30,15:30:00,65,19:00:00,45,19:00-20:30,21:30-23:00,,800,0.15,400,0.891
sample_1448,300,,405,700,17:00:00,23,,,18:00:00,100,19:00:00,102,0.2,20:00:00,102,21:00:00,102,0.2,300,1:00-1:30,50,10,5,1:30:00,70,2:00:00,78,11:00-12:00,310,3.5,3.5,12:00-13:30,13:30:00,60,16:00:00,45,16:30-18:00,18:00-20:00,,800,0.15,400,0.891
sample_200,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,104,0.2,10:00:00,106,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,72,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.913
sample_430,300,125,,980,6:00:00,20,,,7:30:00,100,8:30:00,102,0.2,9:30:00,104,10:30:00,106,0.2,100,10:30-11:00,50,9,5,11:30:00,80,12:00:00,78,12:00-13:00,280,3.5,3.5,13:00-14:00,14:00:00,65,16:00:00,45,16:00-17:30,18:00-19:00,,800,0.15,400,0.902
